employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work,salary_band,tenure_group,engagement_index
EMP0181,David Richardson,22,Female,Legal,Director,Bachelor,1.0,80082.57,3.0,5,106.0,6,15,0,2024-07-10,Vazquezville,0,Mid,New (<2y),4.0
EMP0182,Michele Wise,40,Non-binary,Operations,Director,PhD,14.0,67882.92,4.0,4,99.0,9,6,0,2023-04-07,Port Jimmyfurt,1,Lower-Mid,Veteran (10y+),4.0
EMP0184,Jack Alexander,47,Male,Marketing,Senior,Master,3.0,78494.42,3.0,1,35.0,6,19,1,2006-12-07,South Richardhaven,1,Mid,Growing (2-5y),2.0
EMP0185,Michael Perez,53,Male,Marketing,Junior,High School,5.0,85198.13,4.0,3,2.0,23,21,0,2018-04-25,Johnbury,0,Mid,Growing (2-5y),3.5
EMP0186,Roger Cameron,27,Female,Marketing,Manager,PhD,6.0,71875.61,4.0,3,57.0,15,18,0,2008-11-24,New Kevin,1,Mid,Experienced (5-10y),3.5
EMP0188,Roger Robinson,25,Non-binary,HR,Senior,Unknown,18.0,75422.27,4.0,1,54.0,28,19,0,2007-12-06,Matthewburgh,0,Mid,Veteran (10y+),2.5
EMP0189,Marie Tucker,32,Female,HR,Manager,High School,18.0,38962.95,4.0,4,56.0,27,9,0,2018-12-08,Lake Austinshire,0,Entry,Veteran (10y+),4.0
EMP0190,Ashley Baker,38,Male,Marketing,Junior,PhD,11.0,69763.69,3.0,3,16.0,11,12,0,2022-10-13,Port Lisa,0,Lower-Mid,Veteran (10y+),3.0
EMP0191,Brian Moore,59,Male,Engineering,Junior,PhD,2.0,39885.89,2.0,4,38.0,16,17,0,2012-08-17,Watsonview,1,Entry,New (<2y),3.0
EMP0192,Lisa Castillo,45,Male,Marketing,Mid-level,Unknown,12.0,39587.56,3.0,3,89.0,15,15,0,2014-12-28,North Brian,0,Entry,Veteran (10y+),3.0
EMP0193,Nicole Hardin,26,Male,Operations,Senior,Unknown,17.0,105878.05,3.0,2,67.0,19,21,1,2012-06-12,Skinnerborough,1,Upper-Mid,Veteran (10y+),2.5
EMP0195,Michael Rodriguez,27,Unknown,IT,Senior,PhD,14.0,65083.45,3.0,2,44.0,15,21,0,2014-07-24,Cruzland,1,Lower-Mid,Veteran (10y+),2.5
EMP0197,Kristy Reynolds,32,Male,Marketing,Mid-level,Unknown,2.0,65735.24,1.0,4,0.0,25,11,0,2018-05-10,New Renee,1,Lower-Mid,New (<2y),2.5
EMP0199,Alexander West,54,Non-binary,IT,Manager,Unknown,3.0,68174.51,3.0,5,82.0,11,0,0,2015-06-11,Stevenbury,1,Lower-Mid,Growing (2-5y),4.0
EMP0200,Mackenzie Smith,30,Female,Operations,Senior,PhD,15.0,84128.14,4.0,3,20.0,20,7,0,2014-01-21,Christinafurt,1,Mid,Veteran (10y+),3.5
EMP0202,Jerry Adams,37,Female,Engineering,Junior,PhD,11.0,115056.33,4.0,4,81.0,28,21,0,2013-03-20,Fullerport,0,Upper-Mid,Veteran (10y+),4.0
EMP0204,Eric Watkins,24,Male,Legal,Manager,Bachelor,13.0,64550.91,2.0,4,51.0,28,1,0,2026-02-03,West Kevin,0,Lower-Mid,Veteran (10y+),3.0
EMP0205,Michael Holloway,41,Male,IT,Senior,Unknown,1.0,106864.8,3.0,4,66.0,21,15,0,2019-09-09,East Paula,0,Upper-Mid,New (<2y),3.5
EMP0206,Kirsten Smith,57,Female,Marketing,Junior,Bachelor,4.0,95251.56,2.0,5,112.0,1,11,0,2010-11-13,Port Jamesshire,1,Mid,Growing (2-5y),3.5
EMP0207,Spencer Levine,40,Unknown,Operations,Senior,Bachelor,4.0,101879.4,4.0,3,43.0,6,8,0,2014-10-08,Wilsonborough,0,Upper-Mid,Growing (2-5y),3.5
EMP0210,Patrick Carroll,40,Female,Engineering,Junior,Unknown,8.0,55964.81,3.0,2,63.0,14,20,0,2019-08-27,South Matthewfort,0,Lower-Mid,Experienced (5-10y),2.5
EMP0211,Preston Guerrero,41,Female,Operations,Senior,Unknown,14.0,79807.32,5.0,3,103.0,0,3,0,2009-08-05,Debbiefurt,0,Mid,Veteran (10y+),4.0
EMP0212,Mark Kirk,53,Female,Engineering,Junior,Master,13.0,71294.43,2.0,3,78.0,25,1,0,2009-07-05,West Mitchell,0,Mid,Veteran (10y+),2.5
EMP0213,Joseph Allen,28,Unknown,Finance,Mid-level,Unknown,6.0,53037.93,1.0,2,68.0,2,7,1,2024-07-12,North Seanhaven,1,Lower-Mid,Experienced (5-10y),1.5
EMP0214,Kayla Kirby MD,54,Male,IT,Mid-level,PhD,19.0,39686.61,5.0,3,67.0,24,9,1,2008-09-28,Lesliestad,0,Entry,Veteran (10y+),4.0
EMP0215,Miguel Fitzgerald,61,Female,Marketing,Director,PhD,1.0,31403.8,4.0,5,27.0,9,15,0,2008-11-23,Zacharyfurt,0,Entry,New (<2y),4.5
EMP0216,Cynthia Turner,60,Non-binary,Engineering,Mid-level,Unknown,6.0,77975.46,5.0,5,52.0,26,22,0,2014-04-15,East Brad,0,Mid,Experienced (5-10y),5.0
EMP0217,Chad Martin,39,Male,Engineering,Director,Bachelor,5.0,36867.02,4.0,2,115.0,26,10,0,2025-01-13,East Cathyside,0,Entry,Growing (2-5y),3.0
EMP0218,Vincent Davis,61,Male,Finance,Mid-level,Master,16.0,46654.61,4.0,2,50.0,14,17,1,2018-11-13,Maryville,1,Lower-Mid,Veteran (10y+),3.0
EMP0219,Michelle Vasquez,22,Unknown,Operations,Senior,PhD,1.0,69549.1,3.0,3,52.0,21,21,0,2008-11-22,Ronaldtown,0,Lower-Mid,New (<2y),3.0
EMP0221,Alison Gross,49,Male,HR,Manager,Master,4.0,94474.49,5.0,2,78.0,5,7,0,2006-12-03,Lake Erinhaven,1,Mid,Growing (2-5y),3.5
EMP0223,Jonathan Summers,44,Female,Operations,Mid-level,Bachelor,0.0,73065.69,2.0,2,107.0,14,14,1,2012-01-18,Lake Sean,1,Mid,New (<2y),2.0
EMP0224,Joseph Mitchell,52,Female,Legal,Manager,Bachelor,7.0,75375.48,3.0,4,66.0,23,16,0,2008-01-10,Lake Melindafort,0,Mid,Experienced (5-10y),3.5
EMP0225,Kaylee Reyes,51,Female,Marketing,Mid-level,PhD,11.0,88451.54,2.0,3,73.0,20,20,0,2015-05-03,New Barbara,0,Mid,Veteran (10y+),2.5
EMP0226,Michael Robinson,56,Non-binary,Engineering,Mid-level,Unknown,3.0,73957.98,3.0,4,46.0,6,17,0,2007-02-12,Barkerland,1,Mid,Growing (2-5y),3.5
EMP0228,Christopher Wolf,37,Female,IT,Manager,Master,14.0,80407.92,4.0,4,55.0,28,22,0,2008-11-12,Stewartville,1,Mid,Veteran (10y+),4.0
EMP0229,Brian Schmidt,47,Female,HR,Junior,Unknown,10.0,101340.31,4.0,2,22.0,28,13,0,2023-10-27,Shermanside,1,Upper-Mid,Experienced (5-10y),3.0
EMP0230,Thomas Barnett,23,Non-binary,HR,Director,Master,9.0,56913.43,3.0,4,17.0,29,22,0,2025-05-09,Josephfurt,0,Lower-Mid,Experienced (5-10y),3.5
EMP0232,Andrea Davis,33,Male,Engineering,Manager,Bachelor,13.0,113689.25,2.0,2,34.0,26,6,0,2026-03-15,South Anthonyside,1,Upper-Mid,Veteran (10y+),2.0
EMP0233,Patrick Hess,26,Unknown,Finance,Director,Bachelor,15.0,69057.62,2.0,5,63.0,29,14,0,2024-10-29,New Cynthiaport,1,Lower-Mid,Veteran (10y+),3.5
EMP0234,James Bailey,58,Male,Engineering,Manager,Bachelor,9.0,79805.87,2.0,4,116.0,4,20,0,2014-07-19,Michelleburgh,0,Mid,Experienced (5-10y),3.0
EMP0235,Deborah Gonzalez,53,Female,Engineering,Manager,Unknown,9.0,99521.34,3.0,2,57.0,29,23,0,2021-07-04,Garrisonhaven,1,Mid,Experienced (5-10y),2.5
EMP0236,Scott Richardson,30,Female,Legal,Junior,Master,11.0,56444.26,3.0,3,94.0,3,15,0,2020-07-17,East Zacharytown,0,Lower-Mid,Veteran (10y+),3.0
EMP0237,Teresa Williams,56,Male,Marketing,Mid-level,Master,8.0,20960.99,3.0,2,58.0,21,15,1,2025-01-18,Jessicastad,0,Entry,Experienced (5-10y),2.5
EMP0238,Laura Bryant,40,Non-binary,IT,Mid-level,Bachelor,0.0,81389.34,3.0,4,107.0,17,7,0,2023-07-19,West Scott,1,Mid,New (<2y),3.5
EMP0239,Carrie Young,37,Male,Engineering,Senior,Bachelor,4.0,99716.73,4.0,4,0.0,2,6,0,2010-02-17,Alexchester,1,Mid,Growing (2-5y),4.0
EMP0240,James Deleon MD,24,Male,IT,Junior,Unknown,19.0,41213.86,1.0,2,2.0,16,5,0,2016-11-23,Martinport,0,Lower-Mid,Veteran (10y+),1.5
EMP0241,Marc Obrien,41,Male,Engineering,Director,Unknown,7.0,91755.5,3.0,3,66.0,17,1,0,2013-09-17,North Christopher,0,Mid,Experienced (5-10y),3.0
EMP0244,Shawn Powell DDS,45,Female,Legal,Mid-level,Master,0.0,51592.78,5.0,3,28.0,23,11,1,2010-06-11,Georgemouth,0,Lower-Mid,New (<2y),4.0
EMP0245,Olivia Smith MD,32,Male,Marketing,Senior,Unknown,19.0,65104.28,1.0,5,88.0,1,14,0,2013-12-14,Wrightmouth,1,Lower-Mid,Veteran (10y+),3.0
EMP0246,David Castro,29,Male,IT,Senior,PhD,10.0,70509.4,2.0,3,32.0,12,8,1,2023-08-06,North Jamietown,1,Mid,Experienced (5-10y),2.5
EMP0247,Ryan Mckenzie,57,Female,Marketing,Mid-level,Unknown,4.0,56421.64,5.0,3,99.0,29,1,0,2009-12-17,Johnfort,1,Lower-Mid,Growing (2-5y),4.0
EMP0248,Michael Smith,59,Female,IT,Manager,Unknown,14.0,55074.93,3.0,5,60.0,21,16,0,2018-12-09,Johnsonbury,0,Lower-Mid,Veteran (10y+),4.0
EMP0249,Richard Peterson,61,Male,IT,Junior,PhD,4.0,116787.07,4.0,3,92.0,14,4,0,2022-10-27,Willisland,1,Upper-Mid,Growing (2-5y),3.5
EMP0250,Kaitlyn Gray,41,Female,Operations,Senior,Unknown,11.0,72311.02,4.0,3,89.0,4,10,0,2025-01-01,Donaldshire,0,Mid,Veteran (10y+),3.5
EMP0251,Kristen Anderson,56,Male,Marketing,Manager,Master,4.0,57623.91,4.0,3,3.0,2,21,0,2010-11-19,New Stephanie,0,Lower-Mid,Growing (2-5y),3.5
EMP0252,Clifford Smith,46,Male,IT,Director,PhD,16.0,73970.76,5.0,5,112.0,4,18,0,2007-05-01,Nelsonfort,0,Mid,Veteran (10y+),5.0
EMP0253,Janet Rodriguez,56,Non-binary,Engineering,Senior,High School,16.0,88427.27,5.0,4,13.0,4,23,0,2023-02-28,Durhamtown,0,Mid,Veteran (10y+),4.5
EMP0254,Kelsey Krueger,46,Male,Legal,Director,Unknown,11.0,76290.66,4.0,3,113.0,4,6,0,2025-02-27,Johnstad,1,Mid,Veteran (10y+),3.5
EMP0255,Kenneth Mcbride,50,Male,HR,Manager,High School,14.0,69856.81,3.0,3,90.0,2,1,0,2020-05-23,West Ryanville,0,Lower-Mid,Veteran (10y+),3.0
EMP0256,Rachel Cameron,39,Female,Marketing,Director,High School,14.0,58749.58,5.0,3,32.0,2,15,0,2026-03-12,Ryanview,0,Lower-Mid,Veteran (10y+),4.0
EMP0259,Alexander Morales,56,Unknown,Marketing,Junior,High School,19.0,83470.37,5.0,4,2.0,27,14,0,2007-11-06,Reedmouth,1,Mid,Veteran (10y+),4.5
EMP0260,Christina Rogers,37,Female,IT,Senior,High School,17.0,50145.5,3.0,3,86.0,27,0,0,2012-01-01,Gutierrezville,0,Lower-Mid,Veteran (10y+),3.0
EMP0261,Kevin Norton,57,Male,Marketing,Senior,Bachelor,13.0,84831.73,3.0,3,84.0,27,24,0,2009-02-09,North Kimberlyborough,0,Mid,Veteran (10y+),3.0
EMP0262,Kristen Keller,54,Female,Finance,Manager,Master,1.0,110324.87,2.0,2,104.0,29,12,0,2023-08-21,Lake Danielle,1,Upper-Mid,New (<2y),2.0
EMP0263,John Barajas,25,Female,IT,Director,Bachelor,8.0,83142.68,5.0,2,22.0,17,22,0,2019-11-29,Jonesland,0,Mid,Experienced (5-10y),3.5
EMP0264,Emily Wilson,54,Male,Marketing,Mid-level,Master,4.0,65760.36,3.0,5,67.0,25,5,0,2010-05-18,West Jenniferland,1,Lower-Mid,Growing (2-5y),4.0
EMP0265,Elizabeth Clark,35,Male,IT,Senior,Master,19.0,42546.83,4.0,3,20.0,19,12,0,2008-02-11,West Jenna,0,Lower-Mid,Veteran (10y+),3.5
EMP0266,Kaitlin Henderson,42,Unknown,Engineering,Director,Bachelor,0.0,114452.67,3.0,2,100.0,3,17,1,2007-02-13,Angelastad,0,Upper-Mid,New (<2y),2.5
EMP0267,Jeffrey Lopez,41,Female,Marketing,Director,High School,2.0,45749.56,3.0,3,42.0,0,2,0,2021-11-04,Stephensonburgh,0,Lower-Mid,New (<2y),3.0
EMP0268,Kenneth Myers,29,Unknown,IT,Junior,Master,5.0,96214.05,4.0,3,94.0,25,0,0,2018-04-20,North Amberville,0,Mid,Growing (2-5y),3.5
EMP0269,John Bean,28,Unknown,Operations,Mid-level,Bachelor,4.0,90962.95,3.0,1,84.0,15,14,0,2021-04-16,Fowlerfort,0,Mid,Growing (2-5y),2.0
EMP0270,Laura Reyes,24,Female,Legal,Senior,Unknown,4.0,69080.78,3.0,3,25.0,7,12,0,2008-08-26,North Duane,1,Lower-Mid,Growing (2-5y),3.0
EMP0271,Shannon Evans,38,Male,Finance,Junior,High School,0.0,68425.53,3.0,3,40.0,16,4,1,2017-09-03,Port Alexandrafort,0,Lower-Mid,New (<2y),3.0
EMP0272,Andrew Lewis,54,Male,Legal,Mid-level,Master,16.0,29107.22,5.0,3,98.0,7,24,0,2025-10-13,Lake Nathanchester,0,Entry,Veteran (10y+),4.0
EMP0273,Sean Russell,33,Female,HR,Senior,PhD,18.0,83251.63,4.0,3,37.0,6,12,0,2009-02-03,Brandyside,0,Mid,Veteran (10y+),3.5
EMP0274,Laurie Moyer,43,Unknown,Marketing,Junior,High School,13.0,90498.16,5.0,3,87.0,24,21,1,2008-11-22,Griffinton,1,Mid,Veteran (10y+),4.0
EMP0275,Kimberly Hill,43,Non-binary,Engineering,Mid-level,Unknown,11.0,47773.0,3.0,5,10.0,7,4,0,2023-01-22,New Evanview,1,Lower-Mid,Veteran (10y+),4.0
EMP0276,Christopher Peterson,51,Unknown,Marketing,Senior,Unknown,9.0,71104.46,4.0,3,104.0,20,18,0,2008-05-04,Kristinmouth,1,Mid,Experienced (5-10y),3.5
EMP0277,Jean Jacobson,59,Unknown,Engineering,Mid-level,Bachelor,19.0,75946.55,4.0,2,28.0,23,20,0,2025-02-22,New Victoria,1,Mid,Veteran (10y+),3.0
EMP0278,Jeremy Wagner,59,Unknown,Engineering,Director,Unknown,17.0,89614.32,4.0,2,110.0,29,23,0,2020-12-22,Samanthaton,0,Mid,Veteran (10y+),3.0
EMP0279,Renee Hodges,29,Female,Finance,Manager,PhD,10.0,75095.08,5.0,3,118.0,26,17,0,2006-11-17,Kennethport,0,Mid,Experienced (5-10y),4.0
EMP0280,Tracy Williams,48,Male,Legal,Manager,Bachelor,1.0,34342.02,3.0,4,59.0,25,20,0,2018-03-10,West Tiffanyville,1,Entry,New (<2y),3.5
EMP0281,Anthony Schaefer,48,Female,Legal,Director,Unknown,17.0,61751.56,2.0,2,66.0,11,21,0,2024-12-06,North Justin,1,Lower-Mid,Veteran (10y+),2.0
EMP0282,Lori Weber,55,Female,HR,Mid-level,Master,6.0,80615.64,4.0,4,64.0,15,9,0,2021-02-05,Reedborough,0,Mid,Experienced (5-10y),4.0
EMP0283,Joseph Smith,42,Female,Finance,Director,High School,14.0,96038.21,4.0,1,115.0,11,23,0,2026-01-10,Moodyberg,0,Mid,Veteran (10y+),2.5
EMP0284,Carol Butler,51,Male,Marketing,Manager,PhD,10.0,59559.08,4.0,3,60.0,18,7,0,2023-04-20,Jordanburgh,1,Lower-Mid,Experienced (5-10y),3.5
EMP0285,Chelsea Stephens,54,Male,HR,Manager,PhD,17.0,129691.25,3.0,4,117.0,9,14,0,2025-04-24,Christinaport,1,Upper-Mid,Veteran (10y+),3.5
EMP0287,Amanda Reilly,54,Female,Finance,Manager,Master,5.0,60907.5,3.0,4,45.0,11,24,0,2009-11-17,Sloanfurt,1,Lower-Mid,Growing (2-5y),3.5
EMP0288,John Burke,26,Non-binary,HR,Director,Unknown,19.0,72924.16,3.0,2,48.0,19,19,0,2020-04-08,Lake Harryport,0,Mid,Veteran (10y+),2.5
EMP0289,Stephanie Nelson,40,Male,Marketing,Mid-level,High School,12.0,69981.27,4.0,4,21.0,4,24,0,2021-12-26,Julianport,0,Lower-Mid,Veteran (10y+),4.0
EMP0290,Cassandra Roberts,25,Female,HR,Director,High School,19.0,44196.44,4.0,1,77.0,15,22,0,2018-04-24,Melindashire,0,Lower-Mid,Veteran (10y+),2.5
EMP0291,Sarah Garcia,56,Female,Marketing,Mid-level,Master,15.0,86196.54,3.0,5,112.0,8,21,0,2016-02-07,Sampsonmouth,0,Mid,Veteran (10y+),4.0
EMP0292,Tamara Schultz,38,Female,HR,Manager,Bachelor,17.0,84277.35,3.0,2,56.0,6,3,1,2019-08-12,West Adam,0,Mid,Veteran (10y+),2.5
EMP0296,Jessica Diaz,27,Unknown,Marketing,Senior,Master,0.0,34565.93,5.0,3,96.0,13,2,0,2023-01-18,New Fernando,0,Entry,New (<2y),4.0
EMP0298,Denise Armstrong,58,Non-binary,Marketing,Director,Unknown,5.0,78926.36,4.0,2,101.0,6,9,0,2022-01-25,North Matthewburgh,1,Mid,Growing (2-5y),3.0
EMP0299,Lisa Santos,45,Unknown,Marketing,Junior,Unknown,4.0,79068.61,5.0,2,112.0,28,22,0,2011-01-15,Brownland,1,Mid,Growing (2-5y),3.5
EMP0300,Jack Hunt,50,Female,Legal,Senior,Bachelor,14.0,76034.48,4.0,3,11.0,9,5,0,2007-06-27,Riceville,1,Mid,Veteran (10y+),3.5
EMP0301,Jacob Hammond,52,Male,Legal,Junior,Bachelor,14.0,88717.71,2.0,2,54.0,28,15,0,2012-10-22,New Sabrinachester,1,Mid,Veteran (10y+),2.0
EMP0302,Cheryl Allen,56,Unknown,HR,Manager,Master,1.0,60471.35,5.0,2,50.0,8,1,1,2009-11-22,Whiteheadton,0,Lower-Mid,New (<2y),3.5
EMP0304,Kristen Levy,42,Male,Marketing,Mid-level,Bachelor,10.0,89302.32,3.0,5,38.0,15,16,0,2020-06-21,East Edward,1,Mid,Experienced (5-10y),4.0
EMP0307,Daniel Figueroa,54,Male,Operations,Director,Bachelor,17.0,50962.79,2.0,3,28.0,23,5,0,2013-10-25,Castanedafurt,1,Lower-Mid,Veteran (10y+),2.5
EMP0308,Krystal Watson,24,Male,Operations,Manager,Unknown,16.0,95771.31,3.0,3,68.0,16,4,1,2020-05-27,Michaelfurt,1,Mid,Veteran (10y+),3.0
EMP0309,Sean Shaffer,39,Male,Marketing,Manager,High School,7.0,109811.8,3.0,4,69.0,8,24,0,2016-08-22,North Charlotteton,0,Upper-Mid,Experienced (5-10y),3.5
EMP0311,Karen Weiss,52,Female,Legal,Manager,High School,7.0,80803.9,5.0,5,79.0,0,22,0,2013-04-06,Danielchester,1,Mid,Experienced (5-10y),5.0
EMP0312,Sandra Robinson,24,Unknown,Engineering,Manager,PhD,16.0,44921.68,3.0,3,30.0,1,17,0,2019-05-13,Hudsonchester,1,Lower-Mid,Veteran (10y+),3.0
EMP0313,Katherine Shannon,61,Unknown,Marketing,Manager,Master,11.0,74841.21,5.0,4,88.0,12,11,0,2016-09-22,Griffithberg,0,Mid,Veteran (10y+),4.5
EMP0314,Joann Perkins,45,Unknown,Operations,Mid-level,Unknown,7.0,114056.38,5.0,1,111.0,23,6,0,2025-04-23,South Tamara,0,Upper-Mid,Experienced (5-10y),3.0
EMP0317,Danielle Peters,44,Male,Engineering,Junior,Bachelor,0.0,90715.63,4.0,5,76.0,15,15,0,2016-04-02,Lake Sarah,1,Mid,New (<2y),4.5
EMP0318,Amy Smith,23,Female,Engineering,Mid-level,Unknown,0.0,43265.12,5.0,4,51.0,18,0,0,2024-09-22,Kyleton,0,Lower-Mid,New (<2y),4.5
EMP0319,Elizabeth Kim,48,Unknown,Legal,Senior,Master,18.0,57608.22,4.0,4,9.0,6,15,0,2019-05-03,Port Mason,0,Lower-Mid,Veteran (10y+),4.0
EMP0320,Dave Gordon,23,Male,Operations,Junior,High School,15.0,47895.22,3.0,3,87.0,5,23,0,2019-05-17,South Gina,0,Lower-Mid,Veteran (10y+),3.0
EMP0321,Michael Hicks,47,Unknown,Marketing,Senior,Master,13.0,86739.3,3.0,3,73.0,17,11,0,2014-09-26,North Amanda,1,Mid,Veteran (10y+),3.0
EMP0322,Jennifer Hawkins,38,Non-binary,Marketing,Mid-level,PhD,15.0,92852.59,3.0,2,40.0,18,18,0,2019-01-24,Smithmouth,0,Mid,Veteran (10y+),2.5
EMP0323,Jesse Bradford,61,Unknown,Marketing,Director,Bachelor,4.0,71154.35,3.0,3,94.0,10,7,0,2008-02-04,Lopezville,0,Mid,Growing (2-5y),3.0
EMP0324,Thomas Brooks,54,Non-binary,Marketing,Senior,High School,8.0,53176.76,2.0,3,76.0,28,22,0,2021-09-19,Christineborough,0,Lower-Mid,Experienced (5-10y),2.5
EMP0326,Vanessa Vang,60,Female,IT,Manager,Master,17.0,62835.5,4.0,3,58.0,28,14,0,2020-03-30,Maxwellview,0,Lower-Mid,Veteran (10y+),3.5
EMP0328,Angela West,47,Male,Marketing,Manager,High School,8.0,83474.84,2.0,1,51.0,9,16,0,2021-10-10,Kennethside,1,Mid,Experienced (5-10y),1.5
EMP0329,Xavier Pitts,56,Female,Engineering,Director,Unknown,0.0,56050.19,5.0,2,33.0,12,6,0,2013-08-23,Josephtown,0,Lower-Mid,New (<2y),3.5
EMP0330,Michael Phillips,46,Female,Engineering,Director,Master,8.0,35841.26,3.0,3,48.0,11,12,1,2006-12-01,East Wendy,0,Entry,Experienced (5-10y),3.0
EMP0332,Tammy Macdonald,34,Female,Marketing,Director,Unknown,12.0,34918.49,4.0,4,82.0,9,5,0,2026-03-06,Foleyside,0,Entry,Veteran (10y+),4.0
EMP0333,Adam Little,28,Female,Finance,Junior,Unknown,8.0,81187.8,4.0,4,86.0,19,12,0,2013-12-30,New Jamie,1,Mid,Experienced (5-10y),4.0
EMP0334,Charles Brown,57,Non-binary,Legal,Senior,Master,12.0,78760.14,5.0,3,108.0,17,10,0,2006-05-27,Jennifermouth,0,Mid,Veteran (10y+),4.0
EMP0335,Gene Wallace,41,Female,Marketing,Director,High School,8.0,77513.0,3.0,3,95.0,3,9,0,2021-12-23,Michelleville,1,Mid,Experienced (5-10y),3.0
EMP0337,John Smith,29,Male,Engineering,Director,Unknown,3.0,104798.97,2.0,5,96.0,23,23,1,2018-04-16,Lake Justinton,1,Upper-Mid,Growing (2-5y),3.5
EMP0339,Carl Clay,35,Male,Engineering,Manager,Bachelor,5.0,85161.94,4.0,2,96.0,4,19,1,2025-06-17,Smithside,0,Mid,Growing (2-5y),3.0
EMP0341,Beverly Long,44,Female,Marketing,Mid-level,High School,3.0,109467.74,3.0,3,68.0,27,16,0,2015-07-28,Yoderfort,1,Upper-Mid,Growing (2-5y),3.0
EMP0342,Candice Campos,36,Non-binary,Legal,Manager,Unknown,0.0,43879.22,5.0,4,119.0,11,3,0,2012-05-18,Bridgeshaven,1,Lower-Mid,New (<2y),4.5
EMP0343,Anita Long,49,Male,Marketing,Junior,Bachelor,18.0,57247.97,2.0,5,66.0,25,4,0,2009-03-06,Jamiechester,0,Lower-Mid,Veteran (10y+),3.5
EMP0344,Carly Garrett,55,Male,Engineering,Mid-level,PhD,5.0,60057.26,2.0,4,60.0,2,22,0,2008-02-27,Jasminefurt,0,Lower-Mid,Growing (2-5y),3.0
EMP0346,Charles Christian,53,Unknown,Engineering,Junior,Unknown,17.0,75814.39,3.0,1,70.0,7,19,0,2007-06-17,Lake Saraside,0,Mid,Veteran (10y+),2.0
EMP0347,Douglas Jacobson,44,Male,Finance,Manager,PhD,12.0,80347.6,3.0,1,23.0,21,9,0,2010-01-08,Holmeshaven,0,Mid,Veteran (10y+),2.0
EMP0350,Diana Reeves,43,Male,Engineering,Junior,Bachelor,12.0,124584.66,4.0,4,108.0,8,10,0,2014-01-19,Walkerfort,1,Upper-Mid,Veteran (10y+),4.0
EMP0351,Michael Mercado,43,Male,Engineering,Manager,Bachelor,10.0,88730.77,3.0,4,60.0,12,22,0,2011-03-26,Hutchinsonborough,1,Mid,Experienced (5-10y),3.5
EMP0352,Sierra Williams,27,Male,Marketing,Junior,Master,0.0,140855.55,2.0,2,22.0,6,17,0,2007-11-12,East Kaitlynview,0,Upper-Mid,New (<2y),2.0
EMP0353,Logan Ramos,36,Female,HR,Mid-level,Master,6.0,54872.27,4.0,4,29.0,9,15,0,2010-11-12,Kathyhaven,1,Lower-Mid,Experienced (5-10y),4.0
EMP0354,Christopher Moody,58,Male,Legal,Mid-level,Master,14.0,98947.06,3.0,2,59.0,8,17,1,2013-04-11,Floydchester,1,Mid,Veteran (10y+),2.5
EMP0356,Jordan Hendrix,29,Male,Operations,Senior,Bachelor,11.0,67735.62,3.0,2,95.0,21,9,0,2015-02-08,East Tammy,1,Lower-Mid,Veteran (10y+),2.5
EMP0357,Paul Kane,26,Female,IT,Director,Unknown,6.0,110276.27,4.0,3,55.0,14,9,0,2020-11-23,Adamport,0,Upper-Mid,Experienced (5-10y),3.5
EMP0358,Ryan Green,60,Female,IT,Manager,Unknown,14.0,64864.75,4.0,2,52.0,4,4,1,2017-12-15,Port Samuelton,0,Lower-Mid,Veteran (10y+),3.0
EMP0359,Melissa Fitzpatrick,25,Unknown,Legal,Mid-level,PhD,18.0,65977.71,4.0,3,6.0,11,9,0,2006-11-30,North Tami,0,Lower-Mid,Veteran (10y+),3.5
EMP0361,Roy Larsen,53,Male,Engineering,Mid-level,High School,16.0,85225.7,4.0,5,68.0,11,20,0,2024-01-23,North Jessica,1,Mid,Veteran (10y+),4.5
EMP0362,Elizabeth Bradford,51,Female,Legal,Mid-level,High School,16.0,41862.25,4.0,1,112.0,21,23,0,2006-12-29,Warrenland,0,Lower-Mid,Veteran (10y+),2.5
EMP0363,Paul Morrison,56,Male,Marketing,Mid-level,Master,2.0,61231.97,4.0,2,91.0,5,5,0,2024-05-06,Elizabethmouth,0,Lower-Mid,New (<2y),3.0
EMP0364,Robert Thompson,61,Male,Legal,Junior,PhD,11.0,49344.51,3.0,1,71.0,18,2,0,2024-05-18,West Kenneth,0,Lower-Mid,Veteran (10y+),2.0
EMP0365,Nicholas Stephens,37,Male,Marketing,Director,Bachelor,5.0,65844.21,5.0,4,78.0,18,7,0,2009-04-24,West Chelsea,1,Lower-Mid,Growing (2-5y),4.5
EMP0366,Diane Gregory,34,Male,Engineering,Senior,Unknown,10.0,86097.01,4.0,1,51.0,15,8,1,2012-09-15,South Emily,0,Mid,Experienced (5-10y),2.5
EMP0367,Justin Harris,51,Male,IT,Director,Unknown,2.0,75278.54,2.0,4,3.0,18,4,0,2022-06-17,New Jenna,1,Mid,New (<2y),3.0
EMP0368,Janice Alvarez,40,Unknown,Operations,Senior,Bachelor,7.0,92741.03,3.0,3,33.0,2,1,0,2024-09-07,Ronaldchester,1,Mid,Experienced (5-10y),3.0
EMP0369,Paul Huynh,38,Female,Operations,Director,High School,13.0,106640.74,5.0,3,68.0,22,1,0,2007-04-23,East Chadborough,0,Upper-Mid,Veteran (10y+),4.0
