employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work
EMP0382,Joshua Stephenson,46.0,Female,Operations,Senior,PhD,1.0,11040.79041857244,3.0,2,71.0,22,9,0,2017-01-26,Port Deanna,1
EMP0383,Natasha Murray,61.0,F,eng,Mid-level,PhD,15.0,,5.0,2,19.0,24,14,0,2010-03-10,Markborough,0
EMP0384,Christina Gordon,22.0,F,IT,Mid-level,High School,4.0,49420.11221704264,3.0,4,15.0,26,4,0,2017-06-03,North Kathryn,0
EMP0385,David Murray,37.0,Non-binary,Legal,Mid-level,Master,14.0,49251.63322735633,3.0,4,20.0,25,24,0,2016-07-25,Julianmouth,0
EMP0386,Kelly Lester,60.0,,HR,Mid-level,Bachelor,,56274.21322612261,3.0,4,44.0,11,16,0,2018-10-22,Gonzalezshire,0
EMP0387,Chris Alvarez,26.0,Non-binary,eng,Senior,Master,3.0,105434.33924379075,3.0,5,118.0,26,4,0,2012-12-27,Angelastad,1
EMP0388,William Henry,43.0,Male,Marketing,Mid-level,,14.0,95513.88547515932,3.0,4,119.0,19,1,0,2023-01-14,Sanderstown,1
EMP0389,Penny Mckay,50.0,Male,IT,Manager,High School,10.0,68706.73295018738,5.0,2,89.0,6,8,1,2026-05-12,Nicholaston,0
EMP0390,Kevin Patrick,24.0,,eng,Manager,High School,15.0,103340.58679647623,3.0,2,86.0,24,5,0,2015-07-25,Jessicaland,0
EMP0391,Robert Jones,33.0,M,Legal,Mid-level,Bachelor,5.0,48442.57112084065,3.0,5,81.0,29,17,0,2022-12-14,Henryfort,0
EMP0392,Steven Diaz,47.0,M,Engineering,Director,,13.0,45042.91535632104,2.0,2,61.0,23,13,1,2007-09-21,New Karenchester,0
EMP0393,Christopher Browning,37.0,Male,Legal,Senior,,17.0,96589.91648116476,5.0,1,30.0,7,18,0,2026-03-27,Millerhaven,0
EMP0394,Jeremy Patrick,58.0,Male,Operations,Manager,High School,11.0,89491.08073306618,3.0,4,115.0,8,13,0,2011-07-08,Myerston,0
EMP0395,John Wilson,43.0,M,HR,Manager,High School,10.0,63493.41496041692,2.0,3,,13,7,0,2020-09-23,Lake Michaelside,1
EMP0396,Andrew Lambert,50.0,Female,Finance,Manager,Bachelor,12.0,46613.47765754674,4.0,5,11.0,4,16,0,2016-06-09,West Richardside,1
EMP0397,Thomas Brennan,35.0,M,Legal,Junior,Bachelor,10.0,111493.29687594851,4.0,4,64.0,29,2,0,2025-09-13,East Cindymouth,0
EMP0398,Samantha Skinner,49.0,Non-binary,,Junior,PhD,15.0,31997.43622630454,3.0,2,105.0,20,9,1,2016-11-16,Williamsshire,0
EMP0399,Robert Frazier,26.0,Female,Finance,Manager,High School,14.0,60039.35161641099,3.0,5,72.0,18,16,0,2006-09-15,North Zacharyfurt,0
EMP0400,Sarah Shannon,51.0,Non-binary,Finance,Director,Bachelor,14.0,80714.41318794743,4.0,2,2.0,20,10,0,2024-04-21,Michaelchester,1
EMP0401,Matthew Castaneda,26.0,Male,HR,Senior,,3.0,120054.12021078615,2.0,3,114.0,15,7,0,2019-01-26,South Emma,1
EMP0402,Nathan Harris DDS,33.0,Female,HR,Senior,PhD,10.0,84577.5053018305,4.0,3,89.0,23,0,1,2025-09-15,West Douglasmouth,1
EMP0403,Christopher Jones,37.0,Non-binary,Marketing,Manager,High School,18.0,87007.61632533246,4.0,1,8.0,11,12,0,2019-10-05,Lake Manuelmouth,0
EMP0404,Nicole Wood,47.0,Non-binary,Operations,Manager,Bachelor,14.0,60765.407496296815,3.0,3,105.0,20,20,0,2008-04-23,Solismouth,1
EMP0405,Erica Gonzalez,47.0,Female,Marketing,Senior,High School,3.0,89212.00563186496,3.0,2,50.0,3,3,0,2011-06-12,Lake Cassie,0
EMP0406,Nicole Brooks,42.0,,eng,Director,PhD,12.0,77632.73302197717,3.0,3,15.0,7,6,0,2009-10-16,Cannonhaven,1
EMP0407,Richard Mosley DDS,60.0,M,eng,Junior,Master,18.0,35288.386489561046,4.0,3,87.0,6,13,1,2007-01-26,North Katiehaven,0
EMP0408,Bruce Waters,57.0,F,eng,Junior,High School,1.0,94823.37133732767,3.0,4,113.0,14,4,0,2007-08-02,East Paula,0
EMP0409,Mrs. Shannon Rodriguez,54.0,Non-binary,Engineering,Manager,High School,13.0,99259.83474617128,3.0,4,77.0,29,23,0,2018-11-10,East Timothyport,1
EMP0410,Courtney Lewis,51.0,M,Legal,Senior,High School,3.0,95084.12622052907,4.0,2,2.0,29,10,0,2013-11-09,Melendezport,0
EMP0411,Kendra Pierce,58.0,F,MARKETING,Junior,High School,15.0,75833.19814164504,5.0,3,97.0,5,16,0,2017-08-01,East Jason,0
EMP0412,Joseph Downs,44.0,M,HR,Director,Bachelor,19.0,51095.577921258824,3.0,3,96.0,4,4,0,2022-09-14,Christopherfurt,0
EMP0413,Bethany Cannon,31.0,Male,MARKETING,Manager,Master,13.0,17270.40671787836,5.0,2,113.0,13,19,0,2011-03-02,Brandonberg,0
EMP0414,Andrea Phillips,26.0,F,IT,Mid-level,,14.0,973400.2416414038,3.0,4,23.0,20,2,0,2011-03-24,East Kathrynland,0
EMP0415,Jeffrey Miranda,57.0,M,HR,Manager,High School,2.0,102048.55149352123,2.0,4,72.0,12,4,0,2017-08-12,West Michaelstad,0
EMP0416,Kevin Lambert,55.0,Non-binary,HR,Mid-level,,7.0,99888.31172707702,3.0,2,12.0,9,14,1,2021-05-29,Downsfort,0
EMP0417,Alexis Petty,52.0,F,HR,Manager,Bachelor,15.0,95401.82108484619,3.0,3,1.0,17,18,0,2008-02-15,Jamesburgh,0
EMP0418,Jeffrey Shaw,31.0,Male,MARKETING,Senior,Master,9.0,73144.72553626524,3.0,2,70.0,28,15,1,2008-02-23,North Tammyland,1
EMP0419,Samantha Jones,40.0,Female,HR,Senior,PhD,3.0,102186.60435078743,1.0,4,111.0,3,7,0,2014-11-23,Kerrhaven,0
EMP0420,Andrea Myers,53.0,Non-binary,,Senior,PhD,,98104.04559639757,5.0,2,20.0,7,12,0,2010-03-17,Port Paulaland,0
EMP0421,Roberto Brown,22.0,Male,Engineering,Senior,PhD,1.0,64434.160981961046,4.0,5,18.0,23,15,0,2011-04-08,Willisborough,0
EMP0422,Judy Combs,128.0,Male,IT,Director,PhD,16.0,91914.95041539619,4.0,4,88.0,10,2,0,2007-07-08,East Larrymouth,1
EMP0423,Margaret Davenport,25.0,F,Legal,Director,PhD,12.0,61601.02136476771,2.0,3,46.0,16,0,0,2009-04-14,North Sharon,1
EMP0424,Mr. Tracy Castillo,37.0,M,Finance,Mid-level,Master,3.0,88500.60579042305,2.0,4,21.0,17,8,0,2024-08-14,Carlaside,0
EMP0425,Eric Hernandez,45.0,Female,,Director,High School,10.0,42522.083892473325,2.0,5,74.0,20,8,0,2013-01-23,New Alexandriaburgh,1
EMP0426,Daniel Stephens,37.0,Non-binary,MARKETING,Manager,PhD,6.0,44444.70478317696,4.0,3,32.0,24,21,1,2026-01-29,Port Stephanie,1
EMP0427,Matthew West,23.0,Non-binary,Operations,Senior,High School,11.0,-1530.1961784445593,5.0,2,31.0,25,16,0,2008-02-04,North Ashley,1
EMP0428,Bonnie Horton,49.0,M,,Junior,,9.0,98439.00305511913,3.0,3,63.0,10,23,0,2007-10-31,Bensonview,1
EMP0429,Kerry Greer,53.0,Female,Finance,Junior,High School,6.0,90840.28851439578,2.0,5,84.0,15,1,0,2016-09-06,North Elizabeth,1
EMP0430,Alejandra Moore,48.0,F,eng,Junior,,12.0,77199.22052632076,3.0,4,38.0,11,8,0,2022-05-18,Brettville,1
EMP0431,Daniel Crosby,41.0,Non-binary,Finance,Manager,High School,6.0,15218.139224396291,3.0,4,83.0,12,23,0,2010-03-03,Port Melindahaven,1
EMP0432,Monica Gardner,45.0,Female,Operations,Junior,,16.0,73128.10154483776,3.0,5,71.0,26,18,0,2025-12-23,South Harryfort,0
EMP0433,Tara Rodriguez,33.0,F,,Junior,High School,9.0,86354.57917974595,4.0,5,41.0,15,12,0,2008-12-16,Santiagofurt,1
EMP0434,Christine Washington,56.0,F,Finance,Mid-level,High School,9.0,61631.66881101021,4.0,5,100.0,22,4,0,2015-04-26,Lake Jennifer,1
EMP0435,Tracy Barrera,,Non-binary,Legal,Manager,Master,3.0,57187.64517979406,2.0,2,8.0,25,8,0,2014-11-21,Heatherchester,0
EMP0436,Kimberly Norris,54.0,M,MARKETING,Manager,,19.0,111110.50970384228,1.0,3,24.0,20,12,0,2013-03-12,New Ronaldchester,1
EMP0437,Erik Davis,58.0,,,Junior,High School,3.0,-2378.6957144693893,5.0,4,88.0,0,0,0,2007-07-31,Carolynside,0
EMP0438,Ronald Smith,33.0,Non-binary,,Manager,Master,6.0,86369.8792410595,3.0,4,96.0,15,24,0,2013-05-01,East Douglasburgh,0
EMP0439,Paula Wilson PhD,24.0,Male,Operations,Mid-level,Master,0.0,94353.28654048413,2.0,4,1.0,14,14,1,2018-03-26,Matthewton,1
EMP0440,Alyssa Frazier,22.0,Male,IT,Mid-level,,11.0,49964.07308737306,2.0,2,18.0,5,3,1,2022-02-04,Sandraburgh,0
EMP0441,Travis Andrade,54.0,F,eng,Senior,High School,12.0,79830.18556785485,1.0,4,109.0,11,3,0,2007-10-12,Ritterfort,0
EMP0442,Lori Stanley,61.0,,eng,Mid-level,Master,9.0,107991.1123619325,3.0,4,19.0,7,19,0,2011-07-13,West Jessicamouth,0
EMP0443,Ricardo Carpenter,31.0,Non-binary,IT,Senior,PhD,14.0,120480.57958249302,4.0,2,105.0,6,9,1,2015-06-08,North Rachelfort,0
EMP0444,Abigail Lloyd,50.0,Male,HR,Junior,PhD,12.0,75998.40993036726,3.0,3,104.0,1,24,1,2020-06-16,New James,0
EMP0445,Nicholas Tucker,34.0,Male,Finance,Senior,PhD,8.0,69051.41131632314,3.0,2,105.0,11,5,0,2022-06-18,North Chelsey,0
EMP0446,Jeffrey Stout,33.0,Non-binary,MARKETING,Senior,High School,8.0,81725.60170343833,4.0,3,92.0,20,23,0,2024-10-20,West Jillstad,0
EMP0447,Mike Sims,52.0,Female,HR,Junior,PhD,14.0,81090.92617568803,3.0,1,69.0,13,11,1,2026-04-19,Nicholasberg,1
EMP0448,Dana West,23.0,F,Operations,Senior,Bachelor,9.0,109668.95165327884,5.0,3,16.0,15,19,0,2021-03-05,South Joshuaport,1
EMP0449,Hannah Becker,56.0,Non-binary,Engineering,Mid-level,,9.0,50090.20777082332,5.0,3,88.0,10,15,0,2016-03-29,Wendyside,0
EMP0450,Jessica Haley,44.0,Female,,Junior,Bachelor,7.0,68003.17284584946,1.0,4,101.0,19,2,1,2013-02-14,Amyborough,1
EMP0451,Daniel Miller,38.0,F,Legal,Manager,Bachelor,15.0,47071.46682808724,4.0,4,67.0,8,13,0,2010-11-18,New Lukeburgh,0
EMP0452,Omar Lewis,47.0,,eng,Senior,PhD,16.0,,3.0,4,93.0,9,0,1,2017-03-16,Stewartland,0
EMP0453,Natasha Adkins,29.0,M,Marketing,Mid-level,,4.0,84414.3503784781,5.0,2,83.0,16,9,0,2018-06-09,South Robertside,0
EMP0454,Meghan Scott,50.0,F,eng,Manager,Master,3.0,95246.44604092566,3.0,2,2.0,11,14,1,2026-02-23,Lake Jamie,1
EMP0455,Joshua Davis,47.0,,Marketing,Junior,Bachelor,17.0,58765.20765640637,5.0,5,86.0,5,6,0,2016-11-27,South Eric,1
EMP0456,Amanda Bell,31.0,M,Operations,Junior,Master,18.0,94302.36972438224,4.0,2,50.0,18,3,1,2015-02-03,Cynthiaview,0
EMP0457,Mark Le,47.0,Male,Marketing,Junior,Master,3.0,102789.4664282992,3.0,5,81.0,10,13,0,2013-06-11,Lawsonville,0
EMP0458,Laura Thompson,55.0,Male,HR,Mid-level,High School,6.0,123367.64996083475,3.0,5,25.0,8,23,0,2010-03-11,West Joseph,0
EMP0459,Shane Greene,28.0,Male,Operations,Manager,,9.0,76743.67122102622,5.0,3,55.0,20,15,0,2008-12-24,New Phillip,0
EMP0460,Jessica White,25.0,F,,Junior,,17.0,59005.88681389667,5.0,5,99.0,28,13,0,2011-03-07,East Douglas,1
EMP0461,Scott White,32.0,Female,eng,Mid-level,Bachelor,18.0,49938.20170985263,2.0,2,63.0,5,2,0,2015-07-19,Christineberg,0
EMP0462,Sean Reynolds,50.0,M,HR,Director,High School,3.0,47455.170052002664,4.0,3,7.0,26,16,0,2025-04-21,Josehaven,1
EMP0463,Tanya Baker,57.0,Male,IT,Mid-level,High School,9.0,106244.51753509017,3.0,4,80.0,24,20,0,2023-11-04,North Nicole,0
EMP0464,Jeffrey Sexton,46.0,Non-binary,Marketing,Director,High School,0.0,37122.61642610874,1.0,3,94.0,24,13,0,2024-09-05,Deanton,1
EMP0465,Madison Wallace,42.0,M,Finance,Manager,,17.0,105443.71214128,3.0,5,36.0,23,17,0,2009-02-07,Robertsshire,1
EMP0466,Jacob Keller,57.0,M,,Junior,,4.0,53288.97426869628,3.0,1,108.0,24,2,1,2013-07-09,Taylorburgh,0
EMP0467,Michael Fowler,31.0,Female,Legal,Junior,PhD,14.0,57869.84505351486,4.0,3,96.0,15,21,0,2018-06-11,Lindseyshire,1
EMP0468,Jeffrey Quinn MD,58.0,,Engineering,Senior,,16.0,71211.1136247505,3.0,4,26.0,19,18,0,2020-08-20,South Kylemouth,1
EMP0469,Helen Clark,30.0,Female,IT,Junior,,2.0,57408.636260837215,4.0,4,44.0,15,2,0,2006-12-27,Lake Michael,0
EMP0470,Leah Romero,45.0,Male,Engineering,Manager,High School,11.0,98299.49387398938,1.0,2,3.0,5,11,0,2015-02-17,Port Adam,0
EMP0471,Anthony Morales,56.0,Non-binary,IT,Mid-level,Master,1.0,120333.59879956939,3.0,3,85.0,4,21,0,2023-09-02,West Nicolemouth,1
EMP0472,Rodney Jimenez,56.0,Non-binary,eng,Manager,Bachelor,0.0,58564.19606117155,3.0,5,89.0,20,4,0,2025-07-28,New Paula,0
EMP0473,Mackenzie Ellis,57.0,Male,Legal,Junior,Master,16.0,64194.05402088433,3.0,2,95.0,3,9,1,2006-12-20,East Jaime,0
EMP0474,Taylor Davis,39.0,Non-binary,Finance,Mid-level,Bachelor,15.0,70916.97981790254,2.0,4,87.0,1,8,0,2019-11-01,Lake Catherineberg,0
EMP0475,Diane Miller,60.0,Female,IT,Manager,PhD,4.0,88526.41908731594,2.0,4,109.0,27,0,0,2024-01-31,New Brett,1
EMP0476,Peter Owens,53.0,F,Marketing,Junior,,14.0,71162.89302610359,4.0,4,98.0,5,12,0,2011-12-14,East Stanley,1
EMP0477,Ana Franklin,45.0,Female,Legal,Junior,Bachelor,2.0,109681.43527631489,3.0,4,36.0,8,2,0,2011-02-01,New Teresamouth,1
EMP0478,William Baird,44.0,F,Finance,Junior,Bachelor,6.0,103665.59791404818,3.0,2,95.0,27,18,0,2018-03-13,Lake Johnburgh,0
EMP0479,Ian Winters,53.0,Male,Engineering,Senior,Bachelor,10.0,45363.4411601225,3.0,4,70.0,16,10,0,2008-03-16,Webbhaven,0
EMP0480,Jesse Sullivan,,Non-binary,Legal,Senior,Bachelor,9.0,88024.20413937072,5.0,5,32.0,13,15,0,2019-08-15,Wilsonberg,1
EMP0481,Meagan Mccarthy,33.0,M,Marketing,Senior,,8.0,113008.48093273757,5.0,3,,6,5,0,2014-05-22,Garrisonfurt,1
EMP0482,Pamela Mccoy,34.0,,Legal,Mid-level,Master,13.0,62630.476355827916,3.0,5,54.0,21,23,0,2013-09-13,New Tyler,0
EMP0483,Vanessa Fowler,44.0,M,HR,Manager,Bachelor,12.0,67643.37820516109,3.0,3,11.0,18,2,1,2013-10-17,Port Michaelmouth,0
EMP0484,Sarah Johnson,46.0,F,HR,Mid-level,High School,1.0,61799.07505367612,2.0,2,10.0,0,18,0,2010-06-24,North Heather,0
EMP0485,Laura Martin,56.0,Female,Engineering,Mid-level,Bachelor,2.0,62323.109611912354,5.0,3,87.0,28,5,0,2010-07-18,East Hayley,1
EMP0486,Gloria Brown,51.0,Female,Operations,Junior,,6.0,33288.7112022238,2.0,5,71.0,19,7,0,2015-01-31,East Georgemouth,1
EMP0487,Paul Smith,38.0,Female,,Director,High School,17.0,,3.0,3,31.0,29,21,0,2010-09-01,Lake Heather,1
EMP0488,Christopher Morton,41.0,Female,HR,Director,,2.0,76936.84296843075,3.0,5,56.0,24,12,1,2008-01-04,East Erictown,1
EMP0489,Vanessa Ryan,46.0,,,Junior,PhD,9.0,112839.94936631946,3.0,5,37.0,14,11,0,2013-07-14,Leeview,0
EMP0490,Amber Henry,43.0,Male,,Director,,6.0,59665.97968704293,2.0,3,59.0,17,9,0,2018-09-29,Christinaburgh,1
EMP0491,Susan Clark,34.0,Female,MARKETING,Mid-level,High School,8.0,58931.06742628605,4.0,2,85.0,2,2,1,2012-03-27,Port Scott,1
EMP0492,Anthony Cook,2.0,F,Engineering,Manager,Master,16.0,,2.0,4,97.0,17,3,0,2020-01-08,Lindachester,0
EMP0493,Mr. Dan Bridges,57.0,Non-binary,Marketing,Senior,High School,10.0,47293.56345460033,4.0,3,18.0,29,0,0,2010-04-27,Danielfort,1
EMP0494,Angela Jones,33.0,,Engineering,Mid-level,Master,6.0,33468.92093233945,2.0,4,115.0,1,12,0,2006-11-11,Smithburgh,0
EMP0495,Paul Hill,40.0,F,Operations,Mid-level,High School,13.0,54287.11409656251,2.0,3,83.0,9,23,0,2007-01-22,Bishopbury,1
EMP0496,Sara Leonard,33.0,F,Finance,Manager,Bachelor,18.0,58430.38803014085,5.0,3,55.0,10,3,0,2023-06-16,Kellyton,1
EMP0497,Sarah Chan,30.0,Female,HR,Director,,3.0,,2.0,4,13.0,26,21,0,2007-04-14,East Paul,1
EMP0498,Jonathan Lee,28.0,Non-binary,eng,Manager,PhD,5.0,71798.95734313472,4.0,3,32.0,23,10,0,2014-12-22,Lucaschester,1
EMP0499,Adrian Turner,49.0,Female,MARKETING,Mid-level,Master,9.0,98711.1587465384,3.0,3,9.0,2,18,0,2016-03-10,Shannonport,0
EMP0500,Sonia Martin,35.0,F,eng,Junior,Master,6.0,42851.13065712934,,3,79.0,6,10,0,2025-09-25,Rodneyton,0
EMP0501,Matthew Miller,52.0,Male,IT,Junior,Bachelor,12.0,77189.45547383973,5.0,3,63.0,7,11,0,2007-06-02,South Markland,0
EMP0502,James Anderson,40.0,,Marketing,Mid-level,Bachelor,13.0,84898.39189066933,3.0,3,63.0,18,10,0,2008-04-26,Stevenport,1
EMP0503,Nathan Smith,37.0,Male,Operations,Junior,High School,3.0,72915.39311814267,5.0,4,61.0,17,5,0,2014-04-08,Michellemouth,1
EMP0504,Cynthia Love,26.0,,Finance,Director,Master,7.0,497872.5063991522,2.0,3,67.0,12,11,1,2014-02-17,Robertburgh,1
EMP0505,Sherri Robinson,56.0,Female,Operations,Manager,,4.0,79933.18156488027,5.0,3,90.0,12,8,1,2016-02-22,Josephmouth,0
EMP0506,Michael Martinez,33.0,Female,Marketing,Senior,High School,0.0,54681.8010770392,1.0,4,91.0,23,24,1,2020-10-29,West Austinshire,1
EMP0507,Zachary Vargas,46.0,,Engineering,Manager,Bachelor,3.0,112464.56430029671,3.0,3,42.0,18,9,1,2011-11-17,New Reneeport,1
EMP0508,Devin Williams,42.0,Non-binary,Finance,Senior,Master,2.0,106193.9208519054,4.0,3,79.0,22,2,0,2012-09-02,North Lauren,1
EMP0509,Laurie Walker,121.0,Non-binary,IT,Mid-level,PhD,8.0,104747.7849310292,5.0,5,58.0,11,2,0,2017-05-05,West Patricialand,0
EMP0510,Chelsea Matthews,44.0,Female,MARKETING,Mid-level,PhD,7.0,100341.89351359659,5.0,4,51.0,16,19,0,2014-04-29,Charlesmouth,0
EMP0511,Deborah Cox,37.0,Female,,Senior,Master,0.0,35625.5132641744,4.0,4,96.0,29,22,0,2010-05-14,Teresatown,0
EMP0512,Donna Lee,114.0,Male,Marketing,Junior,,5.0,98151.55944529915,5.0,4,111.0,27,15,0,2022-09-03,Barneston,1
EMP0513,Brian Peters,60.0,F,Marketing,Mid-level,Master,8.0,91390.0356887377,2.0,1,18.0,21,2,0,2014-08-01,East Austin,1
EMP0514,Sonya Schwartz,35.0,Female,,Director,,6.0,36586.90962640542,3.0,4,20.0,11,9,0,2006-12-31,Lopezville,1
EMP0515,John Atkins,52.0,,MARKETING,Director,Bachelor,3.0,69627.24112124805,3.0,3,21.0,27,23,1,2023-03-07,Johnnyshire,0
EMP0516,Mary Taylor,26.0,Non-binary,eng,Director,,12.0,81919.83623313221,3.0,3,8.0,12,10,0,2009-10-20,East Toddfurt,0
EMP0517,David Brooks,56.0,Non-binary,Engineering,Director,,16.0,116607.92745311587,3.0,3,8.0,24,7,0,2011-04-05,South Brian,1
EMP0518,Jamie Williamson MD,44.0,Male,eng,Senior,Master,1.0,93118.09644735647,3.0,2,72.0,11,5,1,2012-05-15,East Shannonport,1
EMP0519,Matthew Howard,50.0,Non-binary,MARKETING,Junior,Master,4.0,53385.85681804246,2.0,2,26.0,18,19,0,2022-06-25,East Julieview,1
EMP0520,Michael Sanchez,32.0,Non-binary,Finance,Senior,PhD,11.0,117384.71146129907,4.0,5,,13,10,0,2025-03-22,Antoniotown,1
EMP0521,Tara Casey,39.0,F,HR,Mid-level,Bachelor,7.0,76094.49406784723,2.0,3,43.0,6,20,0,2025-09-24,Rhodesport,0
EMP0522,Lauren Sullivan,33.0,M,Operations,Director,High School,5.0,68603.97157742271,3.0,3,44.0,12,11,0,2011-04-26,Lake Andreabury,1
EMP0523,Alexa Harris,,,IT,Director,Master,7.0,66822.0450852797,3.0,1,7.0,5,15,0,2006-12-25,Mendozastad,1
EMP0524,Roberto Arroyo,31.0,F,Engineering,Director,Bachelor,17.0,34411.119049421664,4.0,1,79.0,23,17,0,2023-06-26,North George,0
EMP0525,Melissa Hawkins,38.0,M,MARKETING,Mid-level,Bachelor,2.0,72255.76240459645,4.0,4,17.0,18,12,0,2009-12-01,Ryanfort,0
EMP0526,John Thomas,59.0,Non-binary,Legal,Manager,PhD,11.0,87437.13143264144,4.0,3,32.0,18,21,0,2008-04-05,West Jonathanbury,0
EMP0527,Bradley Marquez,28.0,Male,Finance,Senior,Master,2.0,65365.4168118696,2.0,3,0.0,3,2,1,2021-09-05,New Shaun,0
EMP0528,Aimee Warner DDS,34.0,Male,MARKETING,Junior,Master,,85511.31193118896,3.0,2,75.0,18,14,1,2026-03-02,Birdfurt,1
EMP0529,Heather Martin,61.0,Non-binary,IT,Mid-level,Bachelor,1.0,53390.223227145485,2.0,4,5.0,8,21,0,2021-05-25,Hortonport,0
EMP0530,Andrea Blevins,30.0,Female,HR,Manager,Master,11.0,71476.80214305951,3.0,2,40.0,15,20,0,2016-01-07,Timothyburgh,0
EMP0531,Dawn Gilbert,48.0,M,Marketing,Manager,PhD,1.0,82913.5081652158,3.0,2,54.0,26,13,1,2009-07-10,Robertoburgh,0
EMP0532,Mary Smith,23.0,Non-binary,eng,Junior,PhD,5.0,79741.52192658553,1.0,3,4.0,3,17,1,2017-02-22,Baileychester,1
EMP0533,Bryan Harrison,26.0,Male,Legal,Mid-level,PhD,16.0,34863.37275702384,3.0,3,58.0,5,13,1,2015-07-04,Spencerview,0
EMP0534,Leslie Johnson,50.0,Male,Marketing,Manager,Master,2.0,64024.85122821928,5.0,2,79.0,7,4,1,2007-11-26,Josechester,1
EMP0535,David Ortega,58.0,M,eng,Director,Master,1.0,116936.57325781515,5.0,4,17.0,26,20,0,2015-07-08,Lake Christopher,0
EMP0536,Courtney Manning,59.0,,eng,Junior,PhD,19.0,62688.84814173706,3.0,4,48.0,28,13,0,2006-09-10,Shaunville,0
EMP0537,Alexis Hernandez,40.0,Non-binary,eng,Director,,7.0,75395.18860279598,1.0,4,81.0,23,24,0,2006-06-13,East Richard,0
EMP0538,Megan Sanchez,29.0,F,eng,Junior,High School,11.0,72831.10623627639,2.0,3,64.0,15,7,0,2023-03-07,East Melissa,0
EMP0539,Shawn Jackson,22.0,Non-binary,eng,Senior,Bachelor,3.0,114205.99397299127,3.0,1,82.0,4,22,0,2018-08-25,Port Michael,0
EMP0540,Theodore Brooks,43.0,,Engineering,Senior,,4.0,107259.20305486675,5.0,3,53.0,20,14,0,2007-08-13,Lake James,0
EMP0541,Elizabeth Roberts,38.0,M,IT,Mid-level,High School,12.0,95188.27499547024,2.0,5,60.0,21,14,0,2021-08-19,Farmermouth,1
EMP0542,Kelli Holmes,28.0,M,,Manager,Master,14.0,50668.94216568666,4.0,4,7.0,9,18,0,2016-01-05,Wongview,1
EMP0543,Jordan Green,46.0,Male,Engineering,Director,Bachelor,15.0,83979.576229802,2.0,4,2.0,22,19,0,2024-03-13,Michelletown,0
EMP0544,Timothy Stephens,25.0,,IT,Manager,,9.0,89198.54357687829,5.0,1,24.0,12,5,0,2020-07-13,Kirstenbury,0
EMP0545,Sherri Escobar DDS,57.0,M,Legal,Senior,Bachelor,15.0,57534.87911009864,3.0,3,68.0,28,18,0,2023-10-17,South Heather,1
EMP0546,Sherri Sanchez,27.0,Female,Operations,Director,Master,11.0,53237.07235380777,4.0,1,54.0,25,24,0,2015-05-09,Curtisstad,1
EMP0547,Jennifer Sandoval,52.0,Non-binary,Engineering,Mid-level,High School,16.0,117625.35368017576,3.0,4,39.0,13,7,0,2011-11-30,Floresborough,0
EMP0548,Paul Webster,40.0,Male,Legal,Manager,High School,15.0,67479.91719457677,4.0,5,82.0,6,5,1,2024-05-06,Port Barbaraland,1
EMP0549,Roberto Travis,60.0,F,Marketing,Junior,High School,11.0,115374.4204727787,,5,81.0,28,19,0,2009-05-09,Johnsonview,1
EMP0550,Daniel Fuentes,48.0,,Legal,Junior,,7.0,99927.34388736334,2.0,3,49.0,19,22,0,2006-08-19,Thomaschester,1
EMP0551,Jonathan Thompson,31.0,Male,Finance,Director,High School,19.0,85196.91955938304,5.0,3,116.0,5,14,0,2019-06-24,South Shawnburgh,0
EMP0552,Patricia Copeland,47.0,M,Marketing,Junior,,2.0,86313.28590898712,5.0,5,94.0,6,2,0,2009-07-21,South Craigmouth,0
EMP0553,William Thomas,40.0,M,MARKETING,Junior,,15.0,39989.51099173081,5.0,4,32.0,4,9,0,2013-07-16,Lake Marieburgh,0
EMP0554,Deanna Moss,60.0,F,Legal,Senior,PhD,12.0,80169.36949586042,4.0,1,110.0,20,14,0,2014-10-21,West Sean,1
EMP0555,Caroline Taylor,24.0,F,HR,Mid-level,,18.0,110425.51032454066,4.0,3,17.0,17,23,0,2011-10-19,West Alan,1
EMP0556,Marcus Greene,34.0,F,Engineering,Junior,Bachelor,7.0,92033.48757964022,2.0,2,56.0,22,15,0,2016-10-18,Lake Jerryberg,0
EMP0557,Benjamin Allen,49.0,F,Legal,Junior,High School,4.0,78858.41717661025,3.0,3,102.0,11,16,0,2020-10-06,Jamesland,1
EMP0558,Todd Kline,41.0,F,eng,Manager,,19.0,-2577.2991113073117,3.0,3,15.0,5,18,1,2008-04-19,Brooksshire,1
EMP0559,Miranda Anderson,49.0,Female,Legal,Director,Master,7.0,70373.9819334799,4.0,4,79.0,26,10,0,2008-01-03,Lake Jerome,1
EMP0560,Angela Roach,29.0,Non-binary,HR,Senior,,11.0,59511.10812445789,3.0,3,110.0,0,15,0,2007-10-15,Port Reneemouth,1
EMP0561,Natalie Jackson,60.0,,,Director,,0.0,78845.79790195642,2.0,2,37.0,3,4,0,2015-03-09,Port Chrisfort,1
EMP0562,Whitney Watson MD,22.0,Male,,Manager,PhD,19.0,94161.6842027899,4.0,3,40.0,18,4,0,2014-02-09,New Wesleyville,0
EMP0563,Maria Johnson,24.0,F,HR,Manager,Bachelor,5.0,32055.147604793478,4.0,4,6.0,11,13,0,2015-04-04,Port Sherry,1
